#Time since start in ms ,GYROSCOPE X (째/s),GYROSCOPE Y (째/s),GYROSCOPE Z (째/s),Heading direction (째)
12778,1.77,-10.25,3.54,14.91
12797,0.92,-8.67,15.93,14.91
12817,0.92,-8.67,15.93,14.91
12838,0.92,-8.67,15.93,14.91
12857,0.92,-8.67,15.93,14.91
12877,3.6,-2.44,13.25,12.74
12897,3.6,-2.44,13.25,12.74
12918,3.6,-2.44,13.25,9.16
12937,-12.63,3.54,5.07,9.16
12965,-12.63,3.54,5.07,3.83
12977,-12.63,3.54,5.07,3.83
13004,-12.63,3.54,5.07,3.83
13018,-14.28,-3.3,-4.21,3.83
13037,-14.28,-3.3,-4.21,3.83
13057,-14.28,-3.3,-4.21,3.83
13077,-14.28,-3.3,-4.21,3.83
13098,8.24,6.77,-6.65,6.43
13120,1.1,5,-5.8,2.29
13137,1.1,5,-5.8,2.29
13157,1.1,5,-5.8,2.29
13178,1.1,5,-5.8,0.47
13197,-6.9,-6.29,-7.32,0.47
13218,-6.9,-6.29,-7.32,0.47
13245,-6.9,-6.29,-7.32,4.54
13257,-6.9,-6.29,-7.32,4.54
13279,8.67,2.26,-8.73,24.29
13298,8.67,2.26,-8.73,24.29
13319,8.67,2.26,-8.73,24.29
13339,-1.95,4.21,-3.11,24.29
13358,-1.95,4.21,-3.11,24.29
13379,-1.95,4.21,-3.11,24.29
13398,13.61,4.58,-7.81,47.91
13417,13.61,4.58,-7.81,47.91
13437,13.61,4.58,-7.81,64.06
13457,13.61,4.58,-7.81,64.06
13477,-11.35,-12.21,-13.49,64.06
13497,-11.35,-12.21,-13.49,64.06
13517,-11.35,-12.21,-13.49,68.83
13537,0.73,15.14,0.86,68.83
13558,0.73,15.14,0.86,57.81
13577,0.73,15.14,0.86,57.81
13598,-5.61,3.78,-3.54,57.81
13618,-5.61,3.78,-3.54,57.81
13638,-5.61,3.78,-3.54,57.81
13657,-6.29,0.55,-3.66,59.14
13677,-6.29,0.55,-3.66,59.14
13699,-6.29,0.55,-3.66,59.14
13717,-6.29,0.55,-3.66,59.14
13738,0.85,3.3,8.67,52.49
13758,0.85,3.3,8.67,52.49
13781,0.85,3.3,8.67,54.58
13797,0.85,3.3,8.67,54.58
13818,5.25,0.55,7.08,62.22
13837,5.25,0.55,7.08,62.22
13857,1.89,5.8,6.29,62.22
13877,1.89,5.8,6.29,62.22
13897,1.89,5.8,6.29,62.22
13917,1.89,5.8,6.29,62.22
13937,3.48,-2.38,9.03,56.69
13959,3.48,-2.38,9.03,56.69
13978,3.48,-2.38,9.03,56.69
13998,1.59,3.66,11.84,48.34
14020,1.59,3.66,11.84,48.34
14037,1.59,3.66,11.84,56.98
14057,1.59,3.66,11.84,56.98
14078,-0.79,-2.44,7.63,56.98
14099,-0.79,-2.44,7.63,59.11
14117,-0.79,-2.44,7.63,59.11
14137,-12.08,-0.92,0.12,59.11
14158,-12.08,-0.92,0.12,59.11
14178,-12.08,-0.92,0.12,59.11
14198,-2.38,3.36,-0.18,57.09
14217,-2.38,3.36,-0.18,57.09
14237,-2.38,3.36,-0.18,57.09
14258,-2.38,3.36,-0.18,50.98
14277,3.66,-3.42,-1.16,50.98
14298,3.66,-3.42,-1.16,64.77
14318,3.66,-3.42,-1.16,64.77
14337,5.25,-1.46,-5.43,64.77
14358,5.25,-1.46,-5.43,65.83
14378,5.25,-1.46,-5.43,65.83
14398,13.67,4.15,-12.27,65.83
14417,13.67,4.15,-12.27,65.83
14439,13.67,4.15,-12.27,65.83
14458,4.03,4.52,-9.64,66.34
14478,4.03,4.52,-9.64,66.34
14499,4.03,4.52,-9.64,66.34
14517,4.03,4.52,-9.64,50.91
14537,6.9,1.89,-2.75,50.91
14557,6.9,1.89,-2.75,50.91
14578,6.9,1.89,-2.75,51.62
14597,-3.84,-2.38,-7.81,51.62
14618,-3.84,-2.38,-7.81,49.71
14638,-3.84,-2.38,-7.81,49.71
14657,-0.67,3.36,-3.84,49.71
14678,-0.67,3.36,-3.84,49.71
14701,-0.67,3.36,-3.84,49.71
14718,-0.67,3.36,-3.84,49.71
14738,-6.83,4.39,2.2,52.05
14758,-6.83,4.39,2.2,52.05
14777,-6.83,4.39,2.2,61.11
14798,-2.87,-5.43,2.14,61.11
14818,-2.87,-5.43,2.14,61.11
14837,-2.87,-5.43,2.14,63.9
14857,-2.87,-5.43,2.14,63.9
14877,5.74,-1.22,7.39,63.9
14897,5.74,-1.22,7.39,66.73
14918,5.74,-1.22,7.39,66.73
14939,5.19,2.32,10.93,66.73
14958,5.19,2.32,10.93,66.73
14977,5.19,2.32,10.93,66.73
14998,5.19,2.32,10.93,66.73
15019,9.58,2.2,15.69,72.56
15038,9.58,2.2,15.69,72.56
15057,9.58,2.2,15.69,63.22
15078,9.58,2.2,15.69,63.22
15098,-13.43,-6.9,17.58,63.22
15123,-13.43,-6.9,17.58,62.69
15137,-13.43,-6.9,17.58,62.69
15157,-6.83,-2.87,8.24,62.69
15177,-6.83,-2.87,8.24,57.42
15198,-6.83,-2.87,8.24,57.42
15217,5,7.81,6.65,57.42
15237,5,7.81,6.65,57.42
15257,5,7.81,6.65,57.42
15278,5,7.81,6.65,57.42
15297,-14.77,1.71,5.01,49.38
15318,-14.77,1.71,5.01,49.38
15338,1.22,-0.49,1.34,57.09
15358,1.22,-0.49,1.34,57.09
15377,1.22,-0.49,1.34,58.39
15397,1.22,-0.49,1.34,58.39
15419,2.44,-2.62,-3.3,58.39
15438,2.44,-2.62,-3.3,58.39
15457,2.44,-2.62,-3.3,59.96
15477,3.05,-1.16,-8.67,59.96
15497,3.05,-1.16,-8.67,59.96
15520,3.05,-1.16,-8.67,59.96
15537,3.05,-1.16,-8.67,59.96
15558,13.24,3.97,-6.47,52.3
15578,13.24,3.97,-6.47,52.3
15597,5.68,12.27,-2.68,49.47
15620,5.68,12.27,-2.68,49.47
15637,5.68,12.27,-2.68,56.37
15658,5.68,12.27,-2.68,56.37
15677,5.68,12.27,-2.68,56.37
15697,2.87,4.27,-8.42,56.15
15719,2.87,4.27,-8.42,56.15
15737,2.87,4.27,-8.42,56.15
15763,-4.7,2.38,-5.31,56.15
15778,-4.7,2.38,-5.31,56.15
15797,-4.7,2.38,-5.31,56.15
15817,-3.36,-2.14,-11.17,57.48
15838,-3.36,-2.14,-11.17,57.48
15857,-3.36,-2.14,-11.17,55.87
15877,-8.24,-1.95,-10.13,55.87
15898,-8.24,-1.95,-10.13,55.87
15917,-8.24,-1.95,-10.13,55.05
15939,5.13,-4.7,-7.93,55.05
15957,5.13,-4.7,-7.93,51.12
15977,5.13,-4.7,-7.93,51.12
15997,5.13,-4.7,-7.93,51.12
16017,5.98,-1.1,0.61,51.12
16038,5.98,-1.1,0.61,51.12
16057,5.98,-1.1,0.61,51.12
16077,5.98,-1.16,4.7,55.53
16097,5.98,-1.16,4.7,55.53
16117,5.98,-1.16,4.7,50.34
16137,8.12,-8.61,7.63,50.34
16158,8.12,-8.61,7.63,50.34
16177,8.12,-8.61,7.63,40.87
16197,8.12,-8.61,7.63,40.87
16218,-6.59,-4.76,16.48,40.87
16239,-6.59,-4.76,16.48,40.87
16257,-6.59,-4.76,16.48,40.87
16277,6.23,-3.66,1.71,40.87
16298,6.23,-3.66,1.71,50.96
16318,6.23,-3.66,1.71,50.96
16338,-3.17,0.79,8,35.6
16357,-3.17,0.79,8,35.6
16377,-3.17,0.79,8,35.6
16397,-3.17,0.79,8,32.31
16418,-16.54,0.43,8.12,32.31
16438,-16.54,0.43,8.12,32.31
16457,-16.54,0.43,8.12,29.99
16477,-1.89,-0.61,3.72,29.99
16497,-1.89,-0.61,3.72,29.99
16517,-1.89,-0.61,3.72,29.99
16537,5.55,0.61,3.36,29.99
16557,5.55,0.61,3.36,32.21
16578,5.55,0.61,3.36,32.21
16598,5.43,0.91,-5.13,27.63
16618,5.43,0.91,-5.13,27.63
16641,5.43,0.91,-5.13,27.63
16658,5.43,0.91,-5.13,23.81
16677,1.53,-2.5,-3.78,23.81
16697,1.53,-2.5,-3.78,23.81
16717,1.53,-2.5,-3.78,12.84
16738,5.07,2.01,-7.75,12.84
16758,5.07,2.01,-7.75,12.84
16778,5.07,2.01,-7.75,12.84
16797,5.07,2.01,-7.75,12.84
16817,6.59,5.25,-10.44,12.91
16837,6.59,5.25,-10.44,12.91
16858,6.59,5.25,-10.44,12.91
16877,5.31,-4.03,-16.23,12.91
16898,5.31,-4.03,-16.23,12.91
16917,5.31,-4.03,-16.23,12.91
16938,-4.27,-2.75,-13.06,4.98
16958,-4.27,-2.75,-13.06,4.98
16978,-4.27,-2.75,-13.06,13.05
16998,-4.27,-2.75,-13.06,13.05
17017,-3.11,1.16,-8.24,13.05
17038,-3.11,1.16,-8.24,13.05
17058,-3.11,1.16,-8.24,13.05
17077,-10.01,-7.38,-18.19,13.05
17097,-10.01,-7.38,-18.19,18.04
17117,-10.01,-7.38,-18.19,18.04
17137,-0.06,-12.08,-12.39,18.97
17158,-0.06,-12.08,-12.39,18.97
17178,-0.06,-12.08,-12.39,18.97
17198,-0.06,-12.08,-12.39,18.02
17218,5.98,0.06,3.42,18.02
17239,5.98,0.06,3.42,16.77
17259,5.98,0.06,3.42,16.77
17278,1.89,-2.2,2.87,16.77
17297,1.89,-2.2,2.87,16.77
17317,1.89,-2.2,2.87,16.77
17337,-0.18,2.26,6.23,16.77
17359,-0.18,2.26,6.23,18.59
17377,-0.18,2.26,6.23,18.59
17397,-0.18,2.26,6.23,18.59
17418,0.24,3.05,11.9,21.48
17438,0.24,3.05,11.9,21.48
17459,0.24,3.05,11.9,18.68
17478,4.03,-6.41,2.81,18.68
17497,4.03,-6.41,2.81,18.68
17517,4.03,-6.41,2.81,20.63
17537,4.03,-6.41,2.81,20.63
17559,0,4.58,2.75,20.63
17577,0,4.58,2.75,20.63
17598,0,4.58,2.75,20.63
17618,2.62,4.7,1.83,19.45
17637,2.62,4.7,1.83,19.45
17662,2.62,4.7,1.83,19.45
17678,-21.06,-4.21,-3.91,15.55
17698,-21.06,-4.21,-3.91,15.55
17718,-21.06,-4.21,-3.91,15.55
17737,-21.06,-4.21,-3.91,19.28
17761,-2.07,-0.67,1.89,19.28
17778,-2.07,-0.67,1.89,22.66
17798,-2.07,-0.67,1.89,22.66
17817,10.07,1.65,1.4,22.66
17837,10.07,1.65,1.4,22.66
17858,10.07,1.65,1.4,22.66
17878,3.66,-2.32,-8.3,22.66
17898,3.66,-2.32,-8.3,19.63
17917,3.66,-2.32,-8.3,19.63
17938,7.57,2.14,-9.4,21.22
17957,7.57,2.14,-9.4,21.22
17977,7.57,2.14,-9.4,21.22
17997,7.57,2.14,-9.4,21.22
18018,0.06,10.07,-7.57,21.93
18037,0.06,10.07,-7.57,21.93
18057,0.06,10.07,-7.57,21.8
18079,2.26,5.37,-9.89,21.8
18097,2.26,5.37,-9.89,21.8
18118,2.26,5.37,-9.89,21.8
18137,-3.54,-2.93,-7.32,21.8
18158,-3.54,-2.93,-7.32,19.57
18179,-3.54,-2.93,-7.32,19.57
18197,-3.54,-2.93,-7.32,19.57
18218,7.87,6.47,-4.03,21.41
18238,7.87,6.47,-4.03,21.41
18257,7.87,6.47,-4.03,21.55
18277,-13.12,-6.9,-5.92,21.55
18297,-13.12,-6.9,-5.92,21.55
18317,-13.12,-6.9,-5.92,18.77
18337,-13.12,-6.9,-5.92,18.77
18357,-5.49,-8.79,-7.45,18.77
18381,-5.49,-8.79,-7.45,18.77
18399,-5.49,-8.79,-7.45,18.77
18417,7.57,2.68,5.07,18.77
18437,7.57,2.68,5.07,22.73
18458,7.57,2.68,5.07,22.73
18477,8.67,-0.24,6.47,22.01
18498,8.67,-0.24,6.47,22.01
18518,8.67,-0.24,6.47,22.01
18538,8.67,-0.24,6.47,18.58
18558,-0.37,-2.5,9.52,18.58
18577,-0.37,-2.5,9.52,20.18
18599,-0.37,-2.5,9.52,20.18
18617,0.92,-2.87,16.6,20.18
18637,0.92,-2.87,16.6,20.18
18657,0.92,-2.87,16.6,20.18
18677,4.27,-7.14,8.18,20.18
18697,4.27,-7.14,8.18,20.31
18717,4.27,-7.14,8.18,20.31
18737,4.27,-7.14,8.18,20.31
18757,-5,-2.32,9.52,15.44
18777,-5,-2.32,9.52,15.44
18798,-5,-2.32,9.52,17.82
18818,-8.24,-0.85,3.17,17.82
18838,-8.24,-0.85,3.17,17.82
18858,-8.24,-0.85,3.17,16.25
18878,-5.68,-1.28,1.77,16.25
18900,-5.68,-1.28,1.77,16.25
18917,-5.68,-1.28,1.77,16.25
18943,10.13,0.24,-0.31,16.25
18958,10.13,0.24,-0.31,17.13
18977,10.13,0.24,-0.31,17.13
18997,10.13,0.24,-0.31,17.13
19017,3.85,-4.76,-0.79,17.67
19037,3.85,-4.76,-0.79,17.67
19058,3.85,-4.76,-0.79,17.67
19078,3.66,-5.62,-7.81,20.35
19099,3.66,-5.62,-7.81,20.35
19118,3.66,-5.62,-7.81,20.02
19138,3.66,-5.62,-7.81,20.02
19158,3.36,6.71,-10.86,20.02
19177,3.36,6.71,-10.86,20.02
19197,3.36,6.71,-10.86,20.02
19217,0.79,7.93,-6.47,20.02
19240,0.79,7.93,-6.47,23.79
19257,0.79,7.93,-6.47,23.79
19278,4.15,7.87,-7.75,24.43
19301,4.15,7.87,-7.75,24.43
19318,4.15,7.87,-7.75,24.43
19337,4.15,7.87,-7.75,24.84
19357,-5.92,-1.4,-5.86,24.84
19377,-5.92,-1.4,-5.86,24.84
19399,-5.92,-1.4,-5.86,22.9
19417,-3.3,4.7,-4.94,22.9
19437,-3.3,4.7,-4.94,22.9
19458,-3.3,4.7,-4.94,22.9
19478,-10.13,0,-10.5,22.9
19497,-10.13,0,-10.5,25.45
19517,-10.13,0,-10.5,25.45
19537,-10.13,0,-10.5,25.45
19557,-0.18,-4.21,-3.84,21.28
19577,-0.18,-4.21,-3.84,21.28
19597,-0.18,-4.21,-3.84,22.25
19618,4.82,3.54,6.41,22.25
19638,4.82,3.54,6.41,22.25
19658,4.82,3.54,6.41,21.29
19678,4.03,-0.18,4.82,21.29
19697,4.03,-0.18,4.82,21.29
19718,4.03,-0.18,4.82,21.29
19737,4.03,-0.18,4.82,21.29
19758,2.32,-1.34,7.93,21.29
19777,2.32,-1.34,7.93,20.51
19797,2.32,-1.34,7.93,20.51
19818,-3.91,-2.01,11.84,23.5
19837,-3.91,-2.01,11.84,23.5
19857,-3.91,-2.01,11.84,23.5
19877,18.62,1.65,8.48,23.07
19898,18.62,1.65,8.48,23.07
19919,18.62,1.65,8.48,18.68
19938,18.62,1.65,8.48,18.68
19958,0.85,0.79,9.09,18.68
19977,0.85,0.79,9.09,18.68
19997,0.85,0.79,9.09,18.68
20018,-11.23,-5.43,-1.59,18.68
20037,-11.23,-5.43,-1.59,19.32
20057,-11.23,-5.43,-1.59,19.32
20077,-11.23,-5.43,-1.59,19.32
20097,-2.87,2.93,7.75,19.06
20121,-2.87,2.93,7.75,19.06
20137,-2.87,2.93,7.75,23.58
20157,5.25,0.43,2.32,23.58
20179,5.25,0.43,2.32,23.58
20197,5.25,0.43,2.32,18.78
20217,2.75,0.55,-9.7,18.78
20237,2.75,0.55,-9.7,18.78
20257,2.75,0.55,-9.7,18.78
20277,2.75,0.55,-9.7,18.78
20297,3.42,0.43,-4.64,21.1
20320,3.42,0.43,-4.64,21.1
20340,3.42,0.43,-4.64,21.1
20358,-1.89,2.62,-6.9,22.11
20378,-1.89,2.62,-6.9,22.11
20398,-1.89,2.62,-6.9,22.11
20420,-1.16,4.46,-8.24,22.8
20439,-1.16,4.46,-8.24,22.8
20457,-1.16,4.46,-8.24,22.97
20477,-1.16,4.46,-8.24,22.97
20497,4.94,6.22,-10.37,22.97
20517,4.94,6.22,-10.37,22.97
20538,4.94,6.22,-10.37,22.97
20558,-6.71,4.09,-10.13,22.97
20578,-6.71,4.09,-10.13,21.71
20597,-6.71,4.09,-10.13,21.71
20617,-6.71,4.09,-10.13,21.71
20638,-2.44,0.61,-15.2,23.44
20657,-2.44,0.61,-15.2,23.44
20677,-2.44,0.61,-15.2,22.72
20697,-6.47,2.81,-14.53,22.72
20717,-6.47,2.81,-14.53,22.72
20738,-6.47,2.81,-14.53,24.22
20757,-5.8,-8.42,-18.31,24.22
20777,-5.8,-8.42,-18.31,24.22
20797,-5.8,-8.42,-18.31,24.22
20817,4.46,-3.97,-9.83,24.22
20838,4.46,-3.97,-9.83,25.15
20858,4.46,-3.97,-9.83,25.15
20878,4.46,-3.97,-9.83,25.15
20898,13.79,2.81,-3.84,24.89
20917,13.79,2.81,-3.84,24.89
20938,13.79,2.81,-3.84,28.06
20957,5.8,-2.56,-8.97,28.06
20977,5.8,-2.56,-8.97,28.06
20997,5.8,-2.56,-8.97,25.86
21018,-0.43,-5,-12.94,25.86
21039,-0.43,-5,-12.94,25.86
21063,-0.43,-5,-12.94,25.86
21078,-0.43,-5,-12.94,25.86
21098,-7.38,-9.83,-42.23,25.86
21118,-7.38,-9.83,-42.23,26.21
21137,-7.38,-9.83,-42.23,26.21
21157,7.81,-18.31,-81.66,29.29
21178,7.81,-18.31,-81.66,29.29
21197,7.81,-18.31,-81.66,29.29
21217,7.81,-18.31,-81.66,29.62
21241,-7.02,-29.11,-106.57,29.62
21259,-7.02,-29.11,-106.57,29.62
21278,-7.02,-29.11,-106.57,29.62
21299,19.29,-41.63,-152.16,29.62
21318,19.29,-41.63,-152.16,35.48
21338,19.29,-41.63,-152.16,35.48
21358,11.66,-52.31,-181.52,35.48
21378,11.66,-52.31,-181.52,38.45
21402,11.66,-52.31,-181.52,38.45
21417,0.55,-56.88,-190.73,55.68
21437,0.55,-56.88,-190.73,55.68
21457,0.55,-56.88,-190.73,55.68
21478,0.55,-56.88,-190.73,65.11
21498,-6.22,-65.92,-185.42,65.11
21517,-6.22,-65.92,-185.42,65.11
21543,-6.22,-65.92,-185.42,65.11
21560,-6.22,-65.92,-185.42,65.11
21577,1.95,-50.9,-146.54,65.11
21597,1.95,-50.9,-146.54,85.12
21617,1.95,-50.9,-146.54,85.12
21637,-8.91,-24.41,-91.73,85.12
21659,-8.91,-24.41,-91.73,93.64
21677,-8.91,-24.41,-91.73,93.64
21698,-12.21,-19.53,-54.5,99.01
21718,-12.21,-19.53,-54.5,99.01
21737,-12.21,-19.53,-54.5,110.05
21761,-12.21,-19.53,-54.5,110.05
21778,-8.67,-1.95,-23.8,110.05
21797,-8.67,-1.95,-23.8,110.05
21817,-8.67,-1.95,-23.8,110.05
21837,-5.8,2.5,-4.58,110.05
21859,-5.8,2.5,-4.58,110.2
21877,-5.8,2.5,-4.58,110.2
21897,-7.2,-0.92,-1.52,110.2
21918,-7.2,-0.92,-1.52,110.63
21937,-7.2,-0.92,-1.52,110.63
21957,-1.71,4.39,10.13,112.85
21978,-1.71,4.39,10.13,112.85
21997,-1.71,4.39,10.13,112.85
22017,-1.71,4.39,10.13,112.85
22037,1.1,5.92,11.72,110.81
22058,1.1,5.92,11.72,110.81
22077,1.1,5.92,11.72,110.81
22097,1.04,1.71,3.91,110.81
22117,1.04,1.71,3.91,110.33
22137,1.04,1.71,3.91,110.33
22157,-1.16,-5.62,3.23,110.33
22177,-1.16,-5.62,3.23,111.37
22197,-1.16,-5.62,3.23,111.37
22218,-1.16,-5.62,3.23,111.37
22237,5,0.12,5.74,107.78
22258,5,0.12,5.74,107.78
22277,5,0.12,5.74,109.03
22298,1.53,0.67,3.97,109.03
22317,1.53,0.67,3.97,109.03
22337,1.53,0.67,3.97,109.03
22357,3.85,2.38,3.85,109.03
22377,3.85,2.38,3.85,109.03
22398,3.85,2.38,3.85,107.03
22417,3.85,2.38,3.85,107.03
22437,1.71,3.17,4.46,113.99
22458,1.71,3.17,4.46,113.99
22480,1.71,3.17,4.46,113.99
22500,3.36,0.24,-0.49,109.24
22518,3.36,0.24,-0.49,109.24
22537,3.36,0.24,-0.49,109.24
22557,-2.14,0.55,-0.85,110.82
22577,-2.14,0.55,-0.85,110.82
22597,-2.14,0.55,-0.85,110.82
22617,-2.14,0.55,-0.85,110.82
22637,-3.91,-0.55,-0.61,110.82
22659,-3.91,-0.55,-0.61,109.06
22679,-3.91,-0.55,-0.61,109.06
22697,-3.91,0.31,-3.11,109.06
22717,-3.91,0.31,-3.11,109.95
22737,-3.91,0.31,-3.11,109.95
22757,-3.84,8.36,4.27,107.71
22777,-3.84,8.36,4.27,107.71
22799,-3.84,8.36,4.27,107.71
22817,-3.84,8.36,4.27,108.69
22837,-5.37,-4.09,-8.42,108.69
22857,-5.37,-4.09,-8.42,108.69
22877,-5.37,-4.09,-8.42,108.69
22897,2.62,0.98,-8.36,108.69
22919,2.62,0.98,-8.36,105.81
22937,2.62,0.98,-8.36,105.81
22957,2.62,0.98,-8.36,105.81
22977,-1.65,10.13,-2.68,107.25
22997,-1.65,10.13,-2.68,107.25
23017,-1.65,10.13,-2.68,107.25
23037,-0.37,0.31,-1.16,109.24
23057,-0.37,0.31,-1.16,109.24
23077,-0.37,0.31,-1.16,109.16
23098,1.4,-4.58,3.72,109.16
23118,1.4,-4.58,3.72,109.16
23138,1.4,-4.58,3.72,109.16
23158,8.12,5.43,15.5,109.16
23178,8.12,5.43,15.5,109.16
23199,8.12,5.43,15.5,106.61
23217,8.12,5.43,15.5,106.61
23239,-10.62,-7.93,12.76,109.56
23258,-10.62,-7.93,12.76,109.56
23277,-10.62,-7.93,12.76,109.56
23297,0,-6.71,-0.98,107.28
23317,0,-6.71,-0.98,107.28
23337,0,-6.71,-0.98,107.28
23358,11.23,-0.24,6.1,103.45
23377,11.23,-0.24,6.1,103.45
23399,11.23,-0.24,6.1,103.45
23418,11.23,-0.24,6.1,103.45
23438,-7.93,5.37,7.45,103.45
23457,-7.93,5.37,7.45,111.17
23478,-7.93,5.37,7.45,111.17
23498,2.87,1.95,-1.34,111.17
23517,2.87,1.95,-1.34,104.99
23537,2.87,1.95,-1.34,104.99
23557,2.87,1.95,-1.34,104.99
23577,-5.92,-2.69,0.61,102.22
23598,-5.92,-2.69,0.61,102.22
23619,-5.92,-2.69,0.61,102.65
23638,0.61,-3.54,-4.76,102.65
23657,0.61,-3.54,-4.76,102.65
23678,0.61,-3.54,-4.76,102.65
23698,13.73,7.63,-6.83,102.65
23718,13.73,7.63,-6.83,102.65
23738,13.73,7.63,-6.83,103.12
23757,13.73,7.63,-6.83,103.12
23777,2.38,4.58,3.48,109.55
23797,2.38,4.58,3.48,109.55
23818,2.38,4.58,3.48,109.55
23838,-5,-7.69,-7.99,107.1
23857,-5,-7.69,-7.99,107.1
23879,-5,-7.69,-7.99,107.1
23897,-5,-7.69,-7.99,106.52
23917,-10.5,-2.2,-5.31,106.52
23937,-10.5,-2.2,-5.31,106.52
23957,-10.5,-2.2,-5.31,106.52
23978,1.46,2.32,-0.06,106.52
23997,1.46,2.32,-0.06,109.14
24017,1.46,2.32,-0.06,109.14
24037,0.79,3.84,-0.49,109.14
24057,0.79,3.84,-0.49,109.14
24077,0.79,3.84,-0.49,109.14
24098,2.32,1.71,7.45,108.3
24118,2.32,1.71,7.45,108.3
24137,2.32,1.71,7.45,108.3
24158,2.32,1.71,7.45,107.98
24177,5.8,0.73,8.12,107.98
24197,5.8,0.73,8.12,107.98
24219,5.8,0.73,8.12,107.98
24237,-2.26,1.34,13.86,107.98
24257,-2.26,1.34,13.86,107.68
24277,-2.26,1.34,13.86,107.68
24297,2.87,3.05,3.72,107.68
24317,2.87,3.05,3.72,107.68
24337,2.87,3.05,3.72,107.68
24357,2.87,3.05,3.72,107.68
24378,7.2,6.47,3.72,103.95
24399,7.2,6.47,3.72,103.95
24418,7.2,6.47,3.72,105.58
24438,-7.93,2.87,-0.73,105.58
24458,-7.93,2.87,-0.73,105.58
24478,-7.93,2.87,-0.73,105.58
24498,8.61,-2.69,-6.04,105.58
24517,8.61,-2.69,-6.04,105.58
24538,8.61,-2.69,-6.04,99.97
24557,8.61,-2.69,-6.04,99.97
24577,2.01,3.48,3.97,99.97
24597,2.01,3.48,3.97,102.01
24620,2.01,3.48,3.97,102.01
24639,0.18,4.21,-4.45,103.01
24658,0.18,4.21,-4.45,103.01
24677,0.18,4.21,-4.45,103.01
24698,6.1,5.13,-5.31,107.25
24717,6.1,5.13,-5.31,107.25
24738,6.1,5.13,-5.31,107.25
24757,6.1,5.13,-5.31,107.25
24777,8.67,10.44,-4.09,107.25
24797,8.67,10.44,-4.09,105.97
24822,8.67,10.44,-4.09,105.97
24838,-1.1,1.89,-7.63,105.97
24858,-1.1,1.89,-7.63,105.54
24877,-1.1,1.89,-7.63,105.54
24897,-1.1,-0.92,-7.2,105.54
24917,-1.1,-0.92,-7.2,106.44
24941,-1.1,-0.92,-7.2,106.44
24957,-1.1,-0.92,-7.2,107.4
24977,-15.01,-7.38,-7.14,107.4
24997,-15.01,-7.38,-7.14,107.4
25020,-15.01,-7.38,-7.14,107.4
25037,2.5,-6.96,-10.99,107.4
25057,2.5,-6.96,-10.99,107.4
25078,2.5,-6.96,-10.99,105.31
25097,2.5,-6.96,-10.99,105.31
25117,4.09,3.54,6.59,107.88
25137,4.09,3.54,6.59,107.88
