#Time since start in ms ,GYROSCOPE X (째/s),GYROSCOPE Y (째/s),GYROSCOPE Z (째/s),Heading direction (째)
25157,4.09,3.54,6.59,107.88
25178,10.38,1.22,9.4,106.99
25197,10.38,1.22,9.4,106.99
25218,10.38,1.22,9.4,110.16
25237,-0.79,-6.1,7.39,110.16
25257,-0.79,-6.1,7.39,110.16
25277,-0.79,-6.1,7.39,110.16
25297,-0.79,-6.1,7.39,110.16
25317,-3.3,-4.15,18.19,110.16
25342,-3.3,-4.15,18.19,108.37
25357,-3.3,-4.15,18.19,108.37
25377,4.94,-0.67,11.66,108.37
25397,4.94,-0.67,11.66,108.37
25418,4.94,-0.67,11.66,108.37
25440,-2.87,6.41,3.05,107.49
25457,-2.87,6.41,3.05,107.49
25477,-2.87,6.41,3.05,107.49
25497,-2.87,6.41,3.05,106.24
25520,-19.84,-4.33,2.62,106.24
25538,-19.84,-4.33,2.62,106.24
25558,-19.84,-4.33,2.62,106.24
25577,3.05,3.84,2.32,106.24
25597,3.05,3.84,2.32,104.76
25617,3.05,3.84,2.32,104.76
25640,3.05,3.84,2.32,104.76
25658,0.31,0,-3.36,104.76
25677,0.31,0,-3.36,104.76
25698,0.31,0,-3.36,104.76
25717,0.61,2.56,-11.6,108.17
25740,0.61,2.56,-11.6,108.17
25758,0.61,2.56,-11.6,107.16
25777,6.53,3.48,-9.58,107.16
25797,6.53,3.48,-9.58,107.16
25817,6.53,3.48,-9.58,107.16
25837,-7.45,3.23,-1.71,107.16
25861,-7.45,3.23,-1.71,107.16
25878,-7.45,3.23,-1.71,106.88
25897,-7.45,3.23,-1.71,106.88
25917,-1.28,-4.33,-8.42,106.88
25937,-1.28,-4.33,-8.42,103.56
25959,-1.28,-4.33,-8.42,103.56
25978,-1.95,-2.99,-13.06,103.98
25997,-1.95,-2.99,-13.06,103.98
26020,-1.95,-2.99,-13.06,103.98
26038,-13.24,-0.31,-13.24,103.98
26058,-13.24,-0.31,-13.24,103.98
26078,-13.24,-0.31,-13.24,103.98
26097,-13.24,-0.31,-13.24,105.27
26117,-3.48,-11.47,-16.42,105.27
26137,-3.48,-11.47,-16.42,111.85
26157,-3.48,-11.47,-16.42,111.85
26178,7.14,1.77,1.34,111.85
26198,7.14,1.77,1.34,110.23
26217,7.14,1.77,1.34,110.23
26237,16.85,3.42,5.01,111.32
26258,16.85,3.42,5.01,111.32
26278,16.85,3.42,5.01,111.32
26297,16.85,3.42,5.01,111.32
26317,9.95,-7.08,2.81,111.32
26338,9.95,-7.08,2.81,111.32
26358,9.95,-7.08,2.81,107.88
26379,-7.26,-4.46,19.04,107.88
26398,-7.26,-4.46,19.04,107.88
26418,-7.26,-4.46,19.04,113.31
26442,-7.26,-4.46,19.04,113.31
26461,3.72,0.98,4.64,112.08
26477,3.72,0.98,4.64,112.08
26498,3.72,0.98,4.64,112.08
26517,13.55,-0.92,0.37,109.14
26537,13.55,-0.92,0.37,109.14
26559,13.55,-0.92,0.37,109.14
26577,-12.82,4.03,11.84,109.14
26597,-12.82,4.03,11.84,109.14
26617,-12.82,4.03,11.84,109.14
26637,-12.82,4.03,11.84,107.6
26657,-0.18,-3.23,1.83,107.6
26678,-0.18,-3.23,1.83,104.08
26697,-0.18,-3.23,1.83,104.08
26718,-6.22,-0.98,3.05,104.08
26738,-6.22,-0.98,3.05,102.72
26758,-6.22,-0.98,3.05,102.72
26778,4.15,0.67,-0.55,109.08
26798,4.15,0.67,-0.55,109.08
26818,4.15,0.67,-0.55,109.08
26837,4.15,0.67,-0.55,109.08
26859,0.55,3.6,-2.99,109.08
26877,0.55,3.6,-2.99,109.08
26897,0.55,3.6,-2.99,105.74
26918,-2.32,2.14,-7.32,105.74
26941,-2.32,2.14,-7.32,104.44
26957,-2.32,2.14,-7.32,104.44
26977,-2.32,2.14,-7.32,104.44
26998,5.07,-1.04,-6.65,107.36
27017,5.07,-1.04,-6.65,107.36
27037,5.07,-1.04,-6.65,107.36
27058,-6.53,-3.72,-10.86,108.58
27079,-6.53,-3.72,-10.86,108.58
27097,-6.53,-3.72,-10.86,108.58
27117,-5.31,5.43,-1.77,108.58
27137,-5.31,5.43,-1.77,108.58
27158,-5.31,5.43,-1.77,110.06
27178,-8.18,-2.62,-9.89,110.06
27197,-8.18,-2.62,-9.89,110.06
27218,-8.18,-2.62,-9.89,108.46
27238,-7.08,-5.13,-3.3,108.46
27258,-7.08,-5.13,-3.3,111.59
27279,-7.08,-5.13,-3.3,111.59
27298,-7.08,-5.13,-3.3,111.59
27318,0.79,-0.55,6.1,106.66
27338,0.79,-0.55,6.1,106.66
27358,0.79,-0.55,6.1,106.66
27380,9.03,0.24,3.91,106.66
27398,9.03,0.24,3.91,106.66
27417,9.03,0.24,3.91,106.66
27438,9.03,0.24,3.91,108.5
27457,2.62,-1.4,6.9,108.5
27479,2.62,-1.4,6.9,109.07
27497,2.62,-1.4,6.9,109.07
27518,-2.99,-6.47,11.96,109.07
27538,-2.99,-6.47,11.96,108.7
27558,-2.99,-6.47,11.96,108.7
27577,2.14,-0.37,7.63,108.75
27598,2.14,-0.37,7.63,108.75
27618,2.14,-0.37,7.63,108.75
27638,2.14,-0.37,7.63,108.75
27657,-1.59,-5.19,-1.65,108.75
27677,-1.59,-5.19,-1.65,108.75
27699,-1.59,-5.19,-1.65,107.13
27718,-21.36,-1.46,5.74,107.13
27738,-21.36,-1.46,5.74,107.13
27757,-21.36,-1.46,5.74,110.12
27778,4.88,4.39,1.47,110.12
27798,4.88,4.39,1.47,106.38
27819,4.88,4.39,1.47,106.38
27837,4.88,4.39,1.47,106.38
27857,4.09,3.78,-0.37,100.38
27879,4.09,3.78,-0.37,100.38
27898,4.09,3.78,-0.37,100.38
27918,6.41,0.43,-4.76,100.38
27938,6.41,0.43,-4.76,100.38
27957,6.41,0.43,-4.76,103.18
27978,12.39,1.1,-10.19,103.18
27999,12.39,1.1,-10.19,103.18
28017,12.39,1.1,-10.19,105.47
28038,12.39,1.1,-10.19,105.47
28058,2.75,7.38,-3.42,105.47
28078,2.75,7.38,-3.42,106.74
28098,2.75,7.38,-3.42,106.74
28119,5.8,-0.79,-7.93,105.52
28137,5.8,-0.79,-7.93,105.52
28158,5.8,-0.79,-7.93,105.52
28178,-3.36,-3.97,-3.6,105.52
28197,-3.36,-3.97,-3.6,105.52
28217,-3.36,-3.97,-3.6,105.52
28237,-3.36,-3.97,-3.6,112.08
28257,-14.95,3.05,0,112.08
28277,-14.95,3.05,0,109.92
28297,-14.95,3.05,0,109.92
28317,-7.87,-7.14,-15.69,109.92
28337,-7.87,-7.14,-15.69,105.94
28359,-7.87,-7.14,-15.69,105.94
28377,-1.71,-4.88,-0.49,105.94
28397,-1.71,-4.88,-0.49,106.17
28417,-1.71,-4.88,-0.49,106.17
28437,-1.71,-4.88,-0.49,106.17
28457,3.66,-1.34,7.57,106.17
28478,3.66,-1.34,7.57,106.17
28497,3.66,-1.34,7.57,110.42
28518,2.93,4.88,6.47,110.42
28537,2.93,4.88,6.47,110.42
28557,2.93,4.88,6.47,106.87
28581,2.93,4.88,6.47,106.87
28598,-0.73,-0.61,7.69,106.87
28618,-0.73,-0.61,7.69,109.95
28638,-0.73,-0.61,7.69,109.95
28658,4.7,-3.36,14.53,102.26
28681,4.7,-3.36,14.53,102.26
28701,4.7,-3.36,14.53,102.26
28717,2.75,1.71,6.65,102.26
28737,2.75,1.71,6.65,102.26
28758,2.75,1.71,6.65,105.29
28778,2.75,1.71,6.65,105.29
28798,-10.25,-4.21,0.79,105.29
28818,-10.25,-4.21,0.79,102.1
28838,-10.25,-4.21,0.79,102.1
28861,-5,4.03,6.23,105.58
28877,-5,4.03,6.23,105.58
28897,-5,4.03,6.23,105.58
28917,1.1,1.77,1.65,103.2
28938,1.1,1.77,1.65,103.2
28958,1.1,1.77,1.65,103.2
28978,1.1,1.77,1.65,103.2
28997,3.6,-0.55,-3.42,103.2
29019,3.6,-0.55,-3.42,103.2
29037,3.6,-0.55,-3.42,107.42
29058,12.94,3.48,-9.34,107.42
29078,12.94,3.48,-9.34,107.22
29097,12.94,3.48,-9.34,107.22
29122,12.94,3.48,-9.34,107.22
29137,2.26,12.88,-10.31,103.89
29158,2.26,12.88,-10.31,103.89
29178,2.26,12.88,-10.31,103.89
29198,11.11,-3.23,-8.85,109.85
29218,11.11,-3.23,-8.85,109.85
29237,11.11,-3.23,-8.85,109.85
29257,-2.32,2.62,-6.77,109.85
29277,-2.32,2.62,-6.77,109.85
29297,-2.32,2.62,-6.77,103.38
29318,-0.37,6.22,-2.5,103.38
29338,-0.37,6.22,-2.5,103.38
29357,-0.37,6.22,-2.5,105.24
29377,-0.37,6.22,-2.5,105.24
29400,-15.2,-3.48,-5.37,108.11
29419,-15.2,-3.48,-5.37,108.11
29438,-15.2,-3.48,-5.37,108.11
29457,-4.82,-10.38,-9.28,102.9
29477,-4.82,-10.38,-9.28,102.9
29499,-4.82,-10.38,-9.28,102.9
29520,2.99,2.2,3.97,102.9
29537,2.99,2.2,3.97,102.9
29557,2.99,2.2,3.97,102.9
29578,2.99,2.2,3.97,106.91
29597,0.61,-3.17,6.9,106.91
29617,0.61,-3.17,6.9,107.36
29637,0.61,-3.17,6.9,107.36
29657,15.44,8.61,13.67,107.36
29677,15.44,8.61,13.67,107.36
29697,15.44,8.61,13.67,107.36
29718,2.5,1.04,22.52,105.72
29738,2.5,1.04,22.52,105.72
29758,2.5,1.04,22.52,105.72
29777,2.5,1.04,22.52,105.72
29797,9.64,-5.62,9.03,105.72
29818,9.64,-5.62,9.03,105.72
29838,9.64,-5.62,9.03,100.96
29858,2.87,0.85,9.58,100.96
29878,2.87,0.85,9.58,100.96
29899,2.87,0.85,9.58,104.92
29917,2.87,0.85,9.58,104.92
29937,-5.86,4.33,9.28,105.56
29958,-5.86,4.33,9.28,105.56
29977,-5.86,4.33,9.28,105.56
29998,-4.94,5.19,7.75,97.59
30018,-4.94,5.19,7.75,97.59
30037,-4.94,5.19,7.75,97.59
30057,5.74,3.42,-4.09,97.59
30077,5.74,3.42,-4.09,97.59
30098,5.74,3.42,-4.09,100.29
30117,5.74,3.42,-4.09,100.29
30137,0.73,2.62,-5.19,100.29
30157,0.73,2.62,-5.19,107.25
30178,0.73,2.62,-5.19,107.25
30198,4.39,6.35,-4.58,107.25
30219,4.39,6.35,-4.58,113.43
30237,4.39,6.35,-4.58,113.43
30258,-1.16,4.52,-8.97,113.43
30277,-1.16,4.52,-8.97,113.43
30297,-1.16,4.52,-8.97,113.43
30317,-1.16,4.52,-8.97,116.2
30337,3.72,-0.85,-7.26,116.2
30357,3.72,-0.85,-7.26,116.2
30378,3.72,-0.85,-7.26,119.16
30397,-12.63,-5.68,-6.16,119.16
30417,-12.63,-5.68,-6.16,122.37
30438,-12.63,-5.68,-6.16,122.37
30458,-3.72,3.11,-4.33,122.37
30478,-3.72,3.11,-4.33,126.78
30498,-3.72,3.11,-4.33,126.78
30518,-3.72,3.11,-4.33,126.78
30537,-9.58,-3.36,1.4,134.62
30557,-9.58,-3.36,1.4,134.62
30577,-9.58,-3.36,1.4,134.62
30597,-9.58,-3.36,1.4,134.62
30617,-0.18,-0.67,3.72,134.62
30638,-0.18,-0.67,3.72,135.52
30658,-0.18,-0.67,3.72,135.52
30677,3.6,-4.27,9.64,135.52
30697,3.6,-4.27,9.64,136.78
30717,3.6,-4.27,9.64,136.78
30738,4.03,1.65,15.87,137.34
30757,4.03,1.65,15.87,137.34
30777,4.03,1.65,15.87,137.34
30797,2.56,4.94,12.33,137.89
30817,2.56,4.94,12.33,137.89
30837,2.56,4.94,12.33,137.89
30858,13.24,-1.95,5.37,137.89
30877,13.24,-1.95,5.37,137.89
30898,13.24,-1.95,5.37,145.26
30918,13.24,-1.95,5.37,145.26
30937,-7.45,-1.95,11.9,145.26
30958,-7.45,-1.95,11.9,153.31
30977,-7.45,-1.95,11.9,153.31
30997,-7.45,-1.95,11.9,153.31
31017,-8.54,-8.67,3.72,153.31
31037,-8.54,-8.67,3.72,159.62
31058,-11.72,2.32,1.89,159.62
31079,-11.72,2.32,1.89,159.62
31097,-11.72,2.32,1.89,159.62
31117,-11.72,2.32,1.89,158.4
31137,0.98,3.48,-0.67,158.4
31157,0.98,3.48,-0.67,158.4
31178,0.98,3.48,-0.67,154.73
31197,0.12,0.73,-5.98,154.73
31219,0.12,0.73,-5.98,154.73
31240,0.12,0.73,-5.98,154.73
31257,0.12,0.73,-5.98,157.53
31277,0.12,0.73,-5.98,157.53
31299,5.13,-1.77,-10.99,164.39
31318,5.13,-1.77,-10.99,164.39
31339,4.88,-0.12,-9.28,164.39
31357,4.88,-0.12,-9.28,164.39
31377,4.88,-0.12,-9.28,164.39
31397,4.94,6.22,-8.3,164.66
31417,4.94,6.22,-8.3,164.66
31437,4.94,6.22,-8.3,164.66
31457,4.94,6.22,-8.3,164.16
31478,-8.91,-2.01,-7.45,164.16
31497,-8.91,-2.01,-7.45,167.35
31517,-8.91,-2.01,-7.45,167.35
31537,-6.16,1.1,-7.57,167.35
31557,-6.16,1.1,-7.57,175.22
31578,-6.16,1.1,-7.57,175.22
31598,-6.16,1.1,-7.57,175.22
31618,-3.48,0.37,-5.61,175.22
31638,-3.48,0.37,-5.61,175.22
31657,-3.48,0.37,-5.61,174.27
31677,0.67,0.61,-4.21,174.27
31699,0.67,0.61,-4.21,174.27
31718,0.67,0.61,-4.21,174.56
31738,-2.56,-0.06,-1.77,174.56
31759,-2.56,-0.06,-1.77,172.38
31778,-2.56,-0.06,-1.77,172.38
31797,-2.56,-0.06,-1.77,172.38
31818,0.73,0.73,3.72,153.96
31838,0.73,0.73,3.72,153.96
31857,0.73,0.73,3.72,153.96
31877,0.73,0.73,3.72,153.96
31897,7.45,-5.07,8.97,153.96
31918,7.45,-5.07,8.97,153.96
31939,5.07,-6.04,10.07,124.82
31958,5.07,-6.04,10.07,124.82
31978,5.07,-6.04,10.07,112.75
31998,5.07,-6.04,10.07,112.75
32017,4.7,-3.42,8.79,112.75
32037,4.7,-3.42,8.79,106.77
32057,4.7,-3.42,8.79,106.77
32077,-6.22,-1.16,12.15,102.29
32098,-6.22,-1.16,12.15,102.29
32117,-6.22,-1.16,12.15,102.29
32137,-2.2,-1.22,2.99,102.29
32157,-2.2,-1.22,2.99,102.29
32177,-2.2,-1.22,2.99,102.29
32199,-2.2,-1.22,2.99,100.02
32218,-7.38,-2.38,0.18,100.02
32237,-7.38,-2.38,0.18,100.02
32258,-7.38,-2.38,0.18,100.11
32278,5.31,2.93,2.5,100.11
32297,5.31,2.93,2.5,99.22
32318,5.31,2.93,2.5,99.22
32337,5.31,2.93,2.5,99.22
32358,-0.43,0.06,-1.22,102.12
32377,-0.43,0.06,-1.22,102.12
32397,-0.43,0.06,-1.22,102.12
32417,3.78,-2.81,-6.65,102.12
32440,3.78,-2.81,-6.65,102.12
32457,3.78,-2.81,-6.65,99.66
32477,8.97,0.18,-9.15,99.66
32498,8.97,0.18,-9.15,99.66
32517,8.97,0.18,-9.15,98.25
32537,4.82,3.91,-5,98.25
32557,4.82,3.91,-5,98.94
32578,4.82,3.91,-5,98.94
32597,4.82,3.91,-5,98.94
32621,9.77,-3.11,-17.21,101.25
32639,9.77,-3.11,-17.21,101.25
32658,9.77,-3.11,-17.21,101.25
32678,-12.39,-5.31,-12.27,101.25
32698,-12.39,-5.31,-12.27,101.25
32717,-12.39,-5.31,-12.27,101.25
32737,-7.63,6.53,-3.05,98.26
32758,-7.63,6.53,-3.05,98.26
32777,-7.63,6.53,-3.05,99.95
32797,-7.63,6.53,-3.05,99.95
32817,-8.79,-4.15,-10.8,99.95
32837,-8.79,-4.15,-10.8,101.87
32857,-8.79,-4.15,-10.8,101.87
32878,6.1,-2.01,2.62,101.87
32898,6.1,-2.01,2.62,101.87
32917,6.1,-2.01,2.62,101.87
32937,6.1,-2.01,2.62,101.87
32957,7.2,0.24,11.78,101.87
32977,7.2,0.24,11.78,101.87
32999,7.2,0.24,11.78,102
33017,2.75,1.95,9.77,102
33037,2.75,1.95,9.77,102
33057,2.75,1.95,9.77,100.33
33078,-1.04,0.67,18.98,100.33
33097,-1.04,0.67,18.98,99.4
33118,-1.04,0.67,18.98,99.4
33137,-1.04,0.67,18.98,99.4
33157,4.27,-2.81,12.21,99.4
33177,4.27,-2.81,12.21,99.4
33197,4.27,-2.81,12.21,99.4
33218,-2.56,9.46,11.84,99.4
33237,-2.56,9.46,11.84,99.4
33257,-2.56,9.46,11.84,97.3
33277,-5.07,-0.85,-1.4,97.3
33297,-5.07,-0.85,-1.4,97.3
33318,-5.07,-0.85,-1.4,98.47
33338,-20.32,3.6,1.59,98.47
33358,-20.32,3.6,1.59,98.47
33378,-20.32,3.6,1.59,100.37
33398,-20.32,3.6,1.59,100.37
33417,3.66,4.15,-0.98,102.5
33437,3.66,4.15,-0.98,102.5
33457,3.66,4.15,-0.98,102.5
33477,2.32,2.2,-3.48,102.5
33497,2.32,2.2,-3.48,102.5
33517,2.32,2.2,-3.48,102.5
33537,2.32,2.2,-3.48,94.11
33557,9.52,0.06,-10.99,94.11
33577,9.52,0.06,-10.99,99.36
33598,9.52,0.06,-10.99,99.36
33618,3.97,0.37,-5.98,99.36
33637,3.97,0.37,-5.98,101.77
33657,3.97,0.37,-5.98,101.77
33677,0,1.4,-5.61,101.77
33698,0,1.4,-5.61,100.06
33718,0,1.4,-5.61,100.06
33737,0,1.4,-5.61,100.06
33759,8.91,-1.77,-10.86,100.06
33778,8.91,-1.77,-10.86,100.06
33798,8.91,-1.77,-10.86,98.92
33817,-4.7,3.78,-9.7,98.92
33837,-4.7,3.78,-9.7,98.92
33857,-4.7,3.78,-9.7,96.85
33877,3.36,0.85,-13,96.85
33897,3.36,0.85,-13,102.99
33918,3.36,0.85,-13,102.99
33938,3.36,0.85,-13,102.99
33957,-11.6,4.09,-11.47,103.68
33977,-11.6,4.09,-11.47,103.68
33997,-11.6,4.09,-11.47,103.68
34017,4.09,-3.11,-3.66,103.68
34037,4.09,-3.11,-3.66,103.68
34057,4.09,-3.11,-3.66,103.68
34078,5,3.36,15.81,102.49
34098,5,3.36,15.81,102.49
34117,5,3.36,15.81,101.12
34137,5,3.36,15.81,101.12
34157,14.4,1.16,14.89,101.12
34177,14.4,1.16,14.89,98.95
34197,14.4,1.16,14.89,98.95
34218,-5.61,-0.24,18.74,98.27
34238,-5.61,-0.24,18.74,98.27
34257,-5.61,-0.24,18.74,98.27
34278,2.26,4.52,5.49,98.27
34297,2.26,4.52,5.49,98.27
34318,2.26,4.52,5.49,98.27
34339,2.26,4.52,5.49,96.37
34358,-0.98,3.54,6.16,96.37
34378,-0.98,3.54,6.16,96.37
34397,-0.98,3.54,6.16,97.65
34417,-17.58,-0.43,6.65,97.65
34437,-17.58,-0.43,6.65,98.47
34457,-17.58,-0.43,6.65,98.47
34478,8.18,-1.22,2.56,98.47
34497,8.18,-1.22,2.56,100.62
34517,8.18,-1.22,2.56,100.62
34537,8.18,-1.22,2.56,100.62
34557,2.87,-1.59,-0.85,100.62
34577,2.87,-1.59,-0.85,100.62
34598,2.87,-1.59,-0.85,100.14
34618,4.88,-0.85,-11.66,100.14
34637,4.88,-0.85,-11.66,100.14
34657,4.88,-0.85,-11.66,97.47
34679,2.5,-1.46,-13.24,97.47
34698,2.5,-1.46,-13.24,99.86
34721,2.5,-1.46,-13.24,99.86
34737,2.5,-1.46,-13.24,99.86
34757,-10.68,-2.62,-16.17,99.86
34777,-10.68,-2.62,-16.17,99.69
34797,-10.68,-2.62,-16.17,99.69
34817,17.46,2.07,-19.59,99.69
34837,17.46,2.07,-19.59,99.69
34858,17.46,2.07,-19.59,99.69
34877,17.46,2.07,-19.59,98.49
34897,-17.76,-6.41,-17.21,98.49
34917,-17.76,-6.41,-17.21,99.79
34937,-17.76,-6.41,-17.21,99.79
34958,5.92,-1.1,-16.91,99.79
34977,5.92,-1.1,-16.91,99.43
34997,5.92,-1.1,-16.91,99.43
35017,-3.48,4.7,-0.79,99.43
35038,-3.48,4.7,-0.79,107.23
35058,-3.48,4.7,-0.79,107.23
35078,10.01,1.83,9.4,107.23
35098,10.01,1.83,9.4,107.23
35118,10.01,1.83,9.4,107.23
35137,10.01,1.83,9.4,102.04
35157,7.26,-1.4,12.02,102.04
35177,7.26,-1.4,12.02,102.04
35197,7.26,-1.4,12.02,100.24
35217,10.62,1.95,17.64,100.24
35237,10.62,1.95,17.64,99.29
35257,10.62,1.95,17.64,99.29
35277,10.62,1.95,17.64,99.29
35297,-32.17,-12.45,20.2,99.29
35317,-32.17,-12.45,20.2,99.29
35337,-32.17,-12.45,20.2,99.29
35358,-4.52,-0.85,1.89,102.57
35379,-4.52,-0.85,1.89,102.57
35398,-4.52,-0.85,1.89,99.83
35417,3.36,7.45,11.47,99.83
35437,3.36,7.45,11.47,99.83
35457,3.36,7.45,11.47,97.38
35477,3.36,7.45,11.47,97.38
35498,-2.01,3.97,5.43,97.38
35518,-2.01,3.97,5.43,99.04
35541,-2.01,3.97,5.43,99.04
35558,-2.01,3.97,5.43,99.04
35577,-2.01,3.97,5.43,99.04
35599,-2.01,3.97,5.43,99.04
35618,-2.01,3.97,5.43,99.04
35638,-2.01,3.97,5.43,99.04
35659,9.52,-1.53,-11.29,99.04
35678,9.52,-1.53,-11.29,99.04
35699,9.52,-1.53,-11.29,99.04
35718,9.52,-1.53,-11.29,99.04
35738,-3.42,-0.18,-12.27,103.47
35759,-3.42,-0.18,-12.27,103.47
35777,-3.42,-0.18,-12.27,103.47
35797,-3.42,-0.18,-12.27,103.47
35817,-3.42,-0.18,-12.27,103.47
35838,-3.42,-0.18,-12.27,103.47
35857,-3.42,-0.18,-12.27,103.47
35877,-6.04,2.5,-11.29,106.36
35897,-6.04,2.5,-11.29,106.36
35918,-6.04,2.5,-11.29,106.36
35938,-6.04,2.5,-11.29,106.7
35957,-7.32,0.12,-9.09,106.7
35977,-7.32,0.12,-9.09,103.9
35998,-7.32,0.12,-9.09,103.9
36018,-1.22,3.6,-10.8,103.9
36039,-1.22,3.6,-10.8,103.9
36057,-0.18,-1.89,-13.85,103.9
36077,-0.18,-1.89,-13.85,103.8
36097,-0.18,-1.89,-13.85,103.8
36117,-0.18,-1.89,-13.85,103.8
36138,8.91,-4.09,-2.26,106.62
36159,8.91,-4.09,-2.26,106.62
36178,8.91,-4.09,-2.26,106.62
36197,8.91,-4.09,-2.26,105.88
36217,11.17,-5.86,6.65,105.88
36237,11.17,-5.86,6.65,104.32
36257,11.17,-5.86,6.65,104.32
36277,-3.36,9.89,10.74,104.32
36297,-3.36,9.89,10.74,104.32
36317,-3.36,9.89,10.74,104.32
36337,-17.82,-13.92,-1.34,104.32
36358,-17.82,-13.92,-1.34,107.05
36377,-17.82,-13.92,-1.34,107.05
36398,-15.69,-21.55,0.37,100.32
36417,-15.69,-21.55,0.37,100.32
36439,-15.69,-21.55,0.37,100.32
36457,-15.69,-21.55,0.37,102.99
36477,11.78,2.62,18.8,102.99
36497,11.78,2.62,18.8,102.99
36518,11.78,2.62,18.8,104.2
36537,11.78,2.62,18.8,104.2
36558,11.78,2.62,18.8,104.2
36577,0.73,-2.2,12.63,104.2
36597,0.73,-2.2,12.63,104.2
36617,2.87,-7.26,-3.48,102.56
36637,2.87,-7.26,-3.48,102.56
36658,2.87,-7.26,-3.48,102.56
36677,10.86,-0.79,-10.5,100.31
36698,10.86,-0.79,-10.5,100.31
36717,10.86,-0.79,-10.5,100.31
36738,10.86,-0.79,-10.5,102.75
36757,0.98,0.31,-10.68,102.75
36777,0.98,0.31,-10.68,102.75
36797,0.98,0.31,-10.68,100.38
36817,-7.93,8.91,-12.57,100.38
36837,-7.93,8.91,-12.57,100.38
36858,-7.93,8.91,-12.57,100.38
36877,19.29,-2.44,-6.53,100.38
36898,19.29,-2.44,-6.53,102.25
36917,19.29,-2.44,-6.53,102.25
36937,19.29,-2.44,-6.53,102.25
36958,-15.26,-1.46,-5.49,106.64
36977,-15.26,-1.46,-5.49,106.64
36997,-15.26,-1.46,-5.49,103.25
37017,10.68,5.74,-5.06,103.25
37038,10.68,5.74,-5.06,103.25
37058,10.68,5.74,-5.06,103.73
37078,10.68,5.74,-5.06,103.73
37097,-6.96,1.1,-5.06,103.73
37117,-6.96,1.1,-5.06,103.73
37137,4.94,5.61,0.67,103.73
37158,4.94,5.61,0.67,100.01
37177,4.94,5.61,0.67,100.01
37197,4.94,5.61,0.67,100.01
37217,8.61,5.8,8.24,103.55
37237,8.61,5.8,8.24,103.55
37257,8.61,5.8,8.24,102.94
